Country,Country_Code,Indicator_Name,Indicator_Code,one,two,three,four,five,six,
Ghana,GHA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,60.0529289245605,61.4191818237305,63.893928527832,59.7473907470703,62.9929084777832,63.0991516113281,
Ghana,GHA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,53.9876899719238,55.1652717590332,58.1550407409668,56.0563507080078,59.7623405456543,61.0662803649902,
Ghana,GHA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,57.0829887390137,58.3562889099121,61.0836982727051,57.9407691955566,61.4125099182129,62.1050415039063,
